Name,Artist,Album,Popularity,Lyrics,Nb contributors
Shut Up and Dance,WALK THE MOON,TALKING IS HARD (Expanded Edition),65,"86 ContributorsShut Up and Dance Lyrics[Chorus]
Oh, don't you dare look back
Just keep your eyes on me
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ooh-ooh, shut up and dance with me

[Verse 1]
We were victims of the night
The chemical, physical kryptonite
Helpless to the bass and the fading light
Oh, we were bound to get together
Bound to get together
[Pre-Chorus]
She took my arm
I don't know how it happened
We took the floor and she said

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ooh-ooh, shut up and dance with me
You might also like[Verse 2]
A backless dress and some beat-up sneaks
My discothèque Juliet, teenage dream
I felt it in my chest as she looked at me
I knew we were bound to be together
Bound to be together
[Pre-Chorus]
She took my arm
I don't know how it happened
We took the floor and she said

[Chorus]
""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ooh-ooh, shut up and dance with me

[Break]
Oh, c'mon, girl

[Bridge]
Deep in her eyes
I think I see the future
I realize this is my last chance
She took my arm
I don't know how it happened
We took the floor and she said
[Chorus]
Oh, don't you dare look back
Just keep your eyes on me
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ooh-ooh, shut up and dance
Don't you dare look back
Just keep your eyes on me
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ooh-ooh, shut up and dance with me

[Post-Chorus]
Ooh-ooh, shut up and dance with me
Ooh-ooh, shut up and dance with me93Embed",86
Side Effects,Becky Hill,Side Effects,72,"9 ContributorsSide Effects Lyrics[Intro]
Eeh, eeh
Eeh, eeh

[Verse 1]
I've been thinkin', I've been drinkin'
Anythin' that might anesthetise the feeling
I ain't jokin', I think I'm broken
Somethin' triggers me at any given moment

[Pre-Chorus]
Wasn't my plan, but it's the truth
And it ain't a phase that I'm going through
All that I am, all that I do
Always seems to be revolvin' 'round you

[Chorus]
'Cause I could be alone or in the club
Or someone else's bed
All I gotta do is think of us
And I get these side effects
Feeling like the more I'm movin' on
The more I can't forget
Every time, I get thеse side effеcts

[Drop]
Eeh, eeh
Eeh, eeh
Eeh, eeh
Every time, I get these side effects
You might also like[Verse 2]
People talkin' (Ooh), and I've been dodgin' (Ooh)
Every question about you is so exhaustin'
Still got your number (Ooh), sometimes I wonder (Ooh)
Where you are tonight, whose body you are under

[Pre-Chorus]
Wasn't my plan (Wasn't my plan), but it's the truth (But it's the truth)
No, it ain't a phase that I'm goin' through (No)
It’s all that I am, it's all that I do (All that I do)
Always seems to be revolvin' 'round you

[Chorus]
'Cause I could be alone or in the club
Or someone else's bed
All I gotta do is think of us
And I get these side effects
Feeling like the more I'm movin' on
The more I can't forget
Every time, (Oh) I get these side effects

[Drop]
Eeh, eeh
Eeh, eeh (Oh, woah)
Eeh, eeh
Every time (Oh)
[Chorus]
'Cause I could be alone or in the club
Or someone else's bed
All I gotta do is think of us
And I get these side effects
Feeling like the more I'm movin' on
The more I can't forget
Every time, I get these side effectsEmbed",9
SLUT ME OUT,NLE Choppa,SLUT ME OUT,50,"42 ContributorsSLUT ME OUT Lyrics[Intro]
Yeah, ETB
Why you being weird to me?

[Pre-Chorus]
Ayy, rip off my shirt if you love me (Love me)
Spit in my face when you fuck me (Fuck me)
Play with my gooch while you suck me (Suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (Your buddy)
I don't think that you enoughie (Enoughie)
Her favorite thing to say is, ""Cuff me""

[Chorus]
Slut me out (Out), slut me out (Out)
Slut (Slut), slut (Slut), slut me out

[Post-Chorus]
Rip off my shirt if you love me (Sexy)
Spit in my face when you fuck me (Come sex me)
Play with my gooch while you suck me (Don't text me)
Eat the dick like you was ugly

[Verse]
Big dick energy, I give it (I give it)
Don't believe me, then come feel it (Come feel it)
Gon' put this here in your kidney, please
And hush it like some kidney beans
Suck my balls, come chickpea me
Why you being weird to me? (Weird to me)
Put your ass in my face 'til I get pink eye
Fuck you anywhere, I'm that type guy (That type guy)
At the church, on the plane, at the basketball game
I don't care, I'ma bust my nut 'til I die ('Til I die)
What position do I like? All of 'em, baby (Baby)
Put it on camera, masturbate to it later (To it later)
Ever sucked a vegan dick? Baby, come taste me
Promise that my nut taste like sugar gravy
Don't cum quick, I control my bladder (Control my bladder)
Dick real big, come climb my ladder (My ladder)
Fat coochies, little coochies, all coochies matter (They matter)
Ass real fat, I can make it get fatter (Fatter)
Wanna see a magic trick? Bend over backwards (Over backwards)
Meat to meat, wall to wall
Coochie to my balls, dawg
You might also like[Pre-Chorus]
Ayy, rip off my shirt if you love me (Love me)
Spit in my face when you fuck me (Fuck me)
Play with my gooch while you suck me (Suck me)
Eat the dick like you was ugly
I mean, hold on, wait
Where your friend? Bring your buddy (Your buddy)
I don't think that you enoughie (Enoughie)
Her favorite thing to say is, ""Cuff me""

[Chorus]
Slut me out (Out), slut me out (Out)
Slut (Slut), slut (Slut), slut me out4Embed",42
Smack That,Akon,Konvicted,83,"134 ContributorsTranslationsPortuguêsSmack That Lyrics[Intro: Akon & Eminem]
Shady
Konvict, Upfront
Akon, Slim Shady
I see the one, could she be that lady? Ayy

[Pre-Chorus: Akon]
I feel you creepin', I can see it from my shadow
Wanna jump up in my Lamborghini Gallardo?
Maybe go to my place and just kick it like Tae Bo?
And possibly bend you over?

[Chorus: Akon]
Look back and watch me smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh
Smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh

[Verse 1: Akon]
Upfront style, ready to attack now
Pull in the parking lot slow with the 'Lac down
Konvict's got the whole thing packed now
Step in the club, the wardrobe intact now
I feel it, dawnin' cracked now
Ooh, I see it dull and backed now
I'ma call her, then I put the mack down
Money no problem, pocket full of that now
You might also like[Pre-Chorus: Akon]
I feel you creepin', I can see it from my shadow
Wanna jump up in my Lamborghini Gallardo?
Maybe go to my place and just kick it like Tae Bo?
And possibly bend you over?

[Chorus: Akon]
Look back and watch me smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh
Smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh

[Verse 2: Eminem]
Oh, looks like another club banger
They better hang on when they throw this thang on
Get a little drink on, they gon' flip
For this Akon shit, you can bank on it
Pedicure, manicure, kitty-cat claws
The way she climbs up and down them poles
Lookin' like one of them Putty-Cat Dolls
Tryin' to hold my woodie back through my drawers
Steps off stage, didn't think I saw her
Creeps up behind me, and she's like ""You're—""
I'm like, ""I know, let's cut to the chase
No time to waste, back to my place""
Plus from the club to the crib's like a mile away
Or more like a palace, shall I say
And plus, I got a pal if your gal is game
In fact, he's the one singin' the song that's playin' (Akon!)
[Pre-Chorus: Akon]
I feel you creepin', I can see it from my shadow (My shadow)
Wanna jump up in my Lamborghini Gallardo?
Maybe go to my place and just kick it like Tae Bo? (Like Tae Bo?)
And possibly bend you over? (Ooh, yeah)

[Chorus: Akon]
Look back and watch me smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh
Smack that, all on the floor
Smack that, give me some more (Yeah)
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh (Yeah, yeah)

[Verse 3: Akon]
Eminem's rollin', D and 'em rollin'
Bu and all marvelous, them rollin'
Women just ho-in', big booty rollin'
Soon, I'll be all in them and throwin' D (D)
Hittin' no less than three (Three)
Block wheel style like whee (Whee)
Girl, I can tell you want me, 'cause lately

[Pre-Chorus: Akon]
I feel you creepin', I can see it from my shadow (Yeah, my shadow)
Wanna jump up in my Lamborghini Gallardo?
Maybe go to my place and just kick it like Tae Bo? (Like Tae Bo?)
And possibly bend you over? (Ooh, yeah)
[Chorus: Akon]
Look back and watch me smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh
Smack that, all on the floor
Smack that, give me some more
Smack that, 'til you get sore
Smack that, oh-oh-oh-oh-oh58Embed",134
Smells Like Teen Spirit,Nirvana,Nevermind (Deluxe Edition),7,"294 ContributorsTranslationsРусскийTürkçeEspañolPortuguêsItalianoHebrewFrançaisSmells Like Teen Spirit Lyrics[Verse 1]
Load up on guns, bring your friends
It's fun to lose and to pretend
She's over-bored and self-assured
Oh no, I know a dirty word

[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

[Post-Chorus]
Yeah, hey, yay

[Verse 2]
I'm worse at what I do best
And for this gift, I feel blessed
Our little group has always been
And always will until the end
You might also like[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello

[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

[Post-Chorus]
Yeah, hey, yay

[Guitar Solo]

[Verse 3]
And I forget just why I taste
Oh yeah, I guess it makes me smile
I found it hard, it's hard to find
Oh well, whatever, never mind

[Pre-Chorus]
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello, how low
Hello, hello, hello
[Chorus]
With the lights out, it's less dangerous
Here we are now, entertain us
I feel stupid and contagious
Here we are now, entertain us
A mulatto, an albino
A mosquito, my libido

[Outro]
A denial, a denial
A denial, a denial
A denial, a denial
A denial, a denial
A denial411Embed",294
SNAP,Rosa Linn,SNAP,90,"30 ContributorsTranslationsEspañolPortuguêsTürkçeFrançaisSNAP Lyrics[Verse 1]
It's 4 AM
I can't turn my head off
Wishing these memories would fade, they never do
Turns out people lie
They said, ""Just snap your fingers""
As if it was really that easy for me to get over you

[Pre-Chorus]
I just need time

[Chorus]
Snappin' one, two
Where are you?
You're still in my heart
Snappin' three, four
Don't need you here anymore
Get out of my heart
'Cause I might snap

[Verse 2]
I'm writin' a song
Said, ""This is the last one""
How many last songs are left? I'm losing count
Since June 22nd
My heart's been on fire
I've been spendin' my nights in the rain tryin' to put it out
You might also like[Chorus]
So I'm snappin' one, two
Where are you?
You're still in my heart
Snappin' three, four
Don't need you here anymore
Get out of my heart
'Cause I might snap

[Post-Chorus]
Oh-woah
'Cause I might snap
Oh-woah

[Bridge]
And if one more person says, ""You should get over it""
Oh, I might stop talkin' to people before I snap, snap, snap
Oh, I might stop talkin' to people before I snap

[Chorus]
Snappin' one, two
Where are you? (Where are you?)
You're still in my heart (Still in my heart)
Snappin' three, four
Don't need you here anymore (Need you here anymore)
Get out of my heart
[Post-Chorus]
'Cause I might sna—, I might snap (Oh-woah)
'Cause I might sna—, I might snap (Oh-woah)
Get out of my heart, yeah, yeah, yeah, yeah, heart (Oh-woah)
'Cause I might snap (Oh-woah)
Get out of my heart, yeah
'Cause I might snap6Embed",30
Snooze,SZA,SOS,58,"50 ContributorsTranslationsEspañolPortuguêsItalianoРусскийSnooze Lyrics[Intro]
Ooh
I think I know

[Verse 1]
I'll touch that fire for you
I do that three, four times again, I testify for you
I told that lie, I'd kill that bitch
I do what all of them around you scared to do, I'm not
Long as you juggin' out here for me, I got it
Mobbin', schemin', lootin', hide your bodies
Long as you dreamin' 'bout me, ain't no problem
I don't got nobody, just with you right now
Tell the truth, I look better under you

[Chorus]
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
I can't just snooze and miss the moment
You just too important
Nobody do body like you do, you do

[Verse 2]
In a droptop ride with you, I feel like Scarface (Scarface)
Like that white bitch with the bob, I'll be your main one (Your main one)
Lеt's take this argument back up to my place (My placе)
Sex remind you I'm nonviolent, I'm your day one (Day one)
We ain't have shit yet, it was magic, yeah
Smash and grab shit, yeah
Nasty habits take a hold when you not here
Ain't a home when you not here
Hard to grow when you not here, I'm sayin'
You might also like[Chorus]
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do
I can't lose when I'm with you
How can I snooze and miss the moment?
You just too important
Nobody do body like you do, you do

[Bridge]
Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?
Just tryna be your everything
Main one ridin'
How you frontin' on me and I'm the main one tryin'?
How you blame it on me and you the main one lyin'?
How you threatenin' to leave and I'm the main one cryin'?

[Chorus]
I can't lose when I'm with you (Like you, like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do
I can't lose when I'm with you (Like you)
How can I snooze and miss the moment? (Like you)
You just too important
Nobody do body like you do, you do
[Outro]
Nah, nah, nah, nah
I think I know, woah
See, no, I can't lose, oh
I think I know, oh12Embed",50
Soarele si Luna,Pasha Parfeni,Soarele si Luna,74,"7 ContributorsTranslationsEnglishFrançaisSoarele şi Luna Lyrics[Strofa 1]
Codrule cu frunza deasă
Cred că am găsit mireasă
(Așa, așa, așa, așa, așa, așa)
Nistrule cu apă lină
M-am pierdut și e de vină
I-am cântat cu doine multe
Pîn-a vrut să mă sărute ea
(Așa, așa, așa, așa, așa, așa)
Am cântat-o am dansat-o
În tot felul-răsfățat-o, da
(Așa, așa, așa, așa, așa, așa)

[Refren]
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununa
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununa

[Interludiu]

[Refren]
Soarele, soarele, soarelе și luna
Ne-or ține, ne-or ținе, ne-or ține cununa
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununa
You might also like[Strofa 2]
I-am promis miresei mele
Nunta sub un cer cu stele
(Așa, așa, așa, așa, așa, așa)
I-am dat în a șaptea seară
Un inel cu piatră rară
(Așa, așa, așa, așa, așa, așa)

[Refren]
Soarele și luna (Soarele și luna)
Ne-or ține cununa (Ne-or ține cununa)
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununa

[Punte]
I-am promis miresei mele
Nunta sub un cer cu stele
I-am dat în a șaptea seară
I-am dat în a șaptea seară
Un inel cu piatră rară

[Refren]
Soarele și luna (Soarele și luna)
Ne-or ține cununa (Ne-or ține cununa)
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține (Ne-or ține cununa)
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununa
Soarele, soarele, soarele și luna
Ne-or ține, ne-or ține, ne-or ține cununaEmbed",7
Solo,BLANKA,Solo,78,"10 ContributorsSolo Lyrics[Verse 1]
Baby, it's kind of crazy
How else to phrase it?
With you, I’ve lost my senses
Baby, what happened to ya?
I thought I knew ya
But now it's time to face it

[Pre-Chorus]
You're hot and cold
High and you’re low
Messin' with my mind
No-oh-oh, that's not how it goes
So let me spell it out

[Chorus]
Now I'm better solo, solo
I never let me down-didi-down-down-down
And now I'm gonna show ya, show ya
Show you what it is you're missin' out
Now I'm better solo, solo
I never let me down-didi-down-down-down
Now I’m gonna show ya, show ya
How I be gettin’ down solo

[Verse 2]
Tell me
Now was it worth it?
Oh, playin' me dirty
But now who’s laughin', baby?
Watch me
All eyes on me now
Bet you regret how
What goes around comes around
You might also like[Pre-Chorus]
You're hot and cold
High and you're low
Messin’ with my mind
No-oh-oh, that's not how it goes
So let me spell it out

[Chorus]
Now I'm better solo, solo
I never let me down-didi-down-down-down
And now I'm gonna show ya, show ya
Show you what it is you're missin' out
Now I'm better solo, solo
I never let me down-didi-down-down-down
Now I'm gonna show ya, show ya
How I be gettin' down solo

[Bridge]
No, no, I'm goin' solo
Yeah, you better, better, watch me now
'Cause I know how to let go
Gonna make it, make it on my own
Oh, oh no, I'm goin' solo
Yeah, you better, better, watch me now
'Cause I know how to let go
So it's clear to see I'm
[Chorus]
Now I'm better solo, solo
I never let me down-didi-down-down-down
And now I'm gonna show ya, show ya
Show you what it is you're missin' out
Now I'm better solo, solo
I never let me down-didi-down-down-down
Now I'm gonna show ya, show ya
How I be gettin' down soloEmbed",10
Somebody,Natalie La Rose,Somebody,67,"58 ContributorsSomebody Lyrics[Intro]
Come on
Natalie La Rose

[Chorus: Jeremih]
I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gonna tell nobody, we ain't gonna tell nobody

[Verse 1: Natalie La Rose]
Walk in, everybody knows what's good
But some gonna hate, what's new?
We just do our thing, no time to waste
Always play it cool

[Pre-Chorus: Natalie La Rose (Jeremih)]
And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)

[Chorus: Jeremih]
I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody
You might also like[Verse 2: Natalie La Rose]
Walk in, everybody know what's good
We're our only plug
Bring us everything we think we need
Tonight is goin' up
Tonight is goin' up

[Pre-Chorus: Natalie La Rose (Jeremih)]
And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)

[Chorus: Jeremih]
I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody

[Bridge: Natalie La Rose]
In the club like what
We be in the party in the club like what
And the club like
We be in the city going dumb like what
In the club like what
We be in the party in the club like what
We be in the city going dumb like what
We be in the party in the club like what
[Pre-Chorus: Natalie La Rose (Jeremih)]
And at the end of the night when the lights go out
Will we turn down? Oh no we won't
(We ain't never turnin' down, we ain't never turnin' down)
And when they try to make us leave
We turn and say we never going home
(And you know just what I wanna do)

[Chorus: Jeremih]
I wanna rock with somebody
I wanna take shots with somebody
I wanna leave with somebody
And we ain't gotta tell nobody, we ain't gotta tell nobody250Embed",58
Somebody's Pleasure,Aziz Hedra,Somebody's Pleasure,83,"1 ContributorSomebody’s Pleasure Lyrics[Verse 1]
I've been so busy, ignoring, and hiding
About what my heart actually say
Stay awake while I’m drowning on my thoughts
Sometimes a happiness is just a happiness

[Pre-Chorus]
I've never been enjoyin' my serenity
Even if I’ve got a lot of company
That makes me happy

[Chorus]
Soul try to figure it out
From where I've been escapin'
Running to end all the sin
Get away from the pressure

Wondering to get a love that is so pure
Gotta have to always make sure
That I'm not just somebody's pleasure

[Verse 2]
I always pretending and lying
Like I'm usеd to feel empty
'Cause all I got is unhappy
Happiness, can't I gеt happiness?
You might also like[Pre-Chorus]
I’ve never been enjoyin’ my serenity
Even if I've got a lot of company
That makes me happy

[Chorus]
Soul try to figure it out
From where I’ve been escapin'
Running to end all the sin
Get away from the pressure

Wondering to get a love that is so pure
Gotta have to always make sure
That I'm not just somebody's pleasure, oh-ho-oo

[Bridge]
It was in a blink of an eye
Find a way how to say goodbye

I’ve got to take me away
From all sadness
Stitch all my wounds, confess all the sins
And took all my insecure

When will I got the love that is so pure?
Gotta have to always make sure
That I'm not just somebody's pleasure
[Outro]
Gotta have
Gotta have to always make sure
That I'm not just somebody's pleasureEmbed",1
Someone New,Hozier,Hozier,70,"71 ContributorsSomeone New Lyrics[Verse 1]
Go and take this the wrong way
You knew who I was with every step that I ran to you
Only blue or black days
Electing strange perfections in any stranger I choose

[Pre-Chorus]
Would things be easier if there was a right way?
Honey, there is no right way

[Chorus]
And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

[Verse 2]
There's an art to life's distraction
To somehow escape the burning wait, the art of scraping through
Some like to imagine
The dark caress of someone else; I guess any thrill will do
You might also like[Pre-Chorus]
Would things be easier if there was a right way?
Honey, there is no right way

[Chorus]
And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

[Bridge]
I wake at the first cringe of morning
And my heart's already sinned
How pure, how sweet a love, Aretha
That you would pray for him

[Chorus]
'Cause God knows I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day
[Refrain]
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better

[Chorus]
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new59Embed",71
Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,89,"216 ContributorsTranslationsSvenskaEspañolPortuguêsDeutschNederlandsSomeone You Loved Lyrics[Verse 1]
I'm going under, and this time, I fear there's no one to save me
This all or nothing really got a way of driving me crazy
I need somebody to hear,  somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

[Chorus]
Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved

[Verse 2]
I'm going under, and this time, I fear there's no one to turn to
This all or nothing way of loving got me sleeping without you
Now, I need somebody to know, somebody to hear
Somebody to have, just to know how it feels
It's easy to say, but it's never the same
I guess I kinda like the way you help me escape

[Chorus]
Now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
You might also like[Bridge]
And I tend to close my eyes when it hurts sometimes
I fall into your arms
I'll be safe in your sound till I come back around

[Chorus]
For now, the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
But now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved
I let my guard down and then you pulled the rug
I was getting kinda used to being someone you loved168Embed",216
Somethin' Bout You,Mickey Guyton,Somethin' Bout You,64,"3 ContributorsSomethin’ Bout You Lyrics[Verse 1]
It's hard to put a finger on exactly what you do
But you got me in my feelings, and that ain't something I'm used to
I don't mind, I kinda like it, don't need nothin' new
You can just keep doin' what you do

[Chorus]
There's something 'bout the way that you're lookin' at me
There's something 'bout the way that you look in that t-shirt
Maybe it's the way I get lost in your eyes
But I can see forever when you give me that smile
There's something 'bout you (Ooh-ooh)
There's something 'bout you (Ooh-ooh)

[Verse 2]
You being you, babe
It sure gets me in the mood, babe
Why you gotta be so smooth, babе?
It's so rude, babe
And I just can't get mе enough

[Chorus]
There's something 'bout the way that you're lookin' at me
There's something 'bout the way that you look in that t-shirt
Maybe it's the way I get lost in your eyes
But I can see forever when you give me that smile
There's something 'bout you, there's something 'bout me
There's something 'bout us, boy, it's something 'bout we
There's something 'bout you (Ooh-ooh)
Ooh, there's something 'bout you (Ooh-ooh)
You might also like[Bridge]
Ain't nothing I would change
Nobody could take your place

[Chorus]
There's something 'bout the way that you're lookin' at me
There's something 'bout the way that you look in that t-shirt (Ooh)
Maybe it's the way I get lost in your eyes
Yeah, I can see forever when you give me that smile
There's something 'bout you, there's something 'bout me
There's something 'bout us, boy, it's something 'bout we (Boy, it's something 'bout we)
There's something 'bout you (Ooh-ooh)
Oh, yeah, there's something 'bout you (Ooh-ooh)

[Outro]
Yeah, boy, there's something 'bout you
There's just something 'bout you
Yeah, boy, there's something 'bout youEmbed",3
Something in the Orange,Zach Bryan,Something in the Orange,88,"13 ContributorsSomething in the Orange Lyrics[Verse 1]
It'll be fine by dusk light, I'm tellin' you, baby
These things eat at your bones and drive your young mind crazy
But when you place your head between my collar and jaw
I don't know much, but there's no weight at all

[Verse 2]
And I'm damned if I do and I'm damned if I don't
'Cause if I say I miss you, I know that you won't
But I miss you in the mornings when I see the sun
Somethin' in the orange tells me we're not done

[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home

[Verse 3]
I need to hear you say you've been waitin' all night
There's orange dancin' in your eyes from bulb light
Your voice only trembles when you try to speak
Take me back to us dancin', this wood used to creak

[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home
You might also like[Chorus]
To you, I'm just a man; to me, you're all I am
Where the hell am I supposed to go?
I poisoned myself again, somethin' in the orange
Tells me you're never comin' home
If you leave today, I'll just stare at the way
The orange touches all things around
The grass, trees, and dew, how I just hate you
Please turn those headlights around
Please turn those headlights around1Embed",13
Sorry,Justin Bieber,Purpose (Deluxe),83,"194 ContributorsTranslationsEspañolPortuguêsFrançaisSorry Lyrics[Written by Julia Michaels, Justin Tranter, and Justin Bieber]

[Verse 1]
You gotta go and get angry at all of my honesty
You know I try, but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
And by once or twice, I mean maybe a couple of hundred times
So let me, oh, let me redeem, oh, redeem, oh, myself tonight
'Cause I just need one more shot at second chances

[Chorus]
Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

[Drop]
I'm sorry, yeah
Sorry, yeah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
You might also like[Verse 2]
I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?

[Chorus]
Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm not just tryna get you back on me (Oh, no, no)
'Cause I'm missing more than just your body (Your body)
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

[Drop]
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?101Embed",194
